ID,0.24722222411883446
TARGET,0.24722222411883446
var38,0.19536923503917744
saldo_medio_var5_ult3,0.06967526218335815
saldo_var30,0.0672125882765991
saldo_var42,0.06359704925154652
saldo_medio_var5_hace2,0.062459694241103314
saldo_medio_var5_ult1,0.05868443156572756
saldo_var5,0.050453860630338854
saldo_medio_var5_hace3,0.04065141272591849
imp_op_var39_comer_ult3,0.03329728114417643
imp_op_var41_comer_ult3,0.03323916524574569
imp_op_var39_ult1,0.03143044323854563
imp_op_var41_ult1,0.03131963420067013
imp_op_var39_comer_ult1,0.02835129681505766
imp_op_var41_comer_ult1,0.028112887273168324
var15,0.02092843327862806
imp_trans_var37_ult1,0.01641834664711664
saldo_var37,0.013749267258291287
num_var35,0.013391887574634526
num_var4,0.013268323891720168
num_meses_var5_ult3,0.013064909886530779
num_var30,0.012838549841028724
ind_var30,0.012430686138662245
saldo_medio_var8_ult1,0.0112305065387929
saldo_medio_var8_ult3,0.0112305065387929
num_var42,0.011057242643527254
saldo_var8,0.010950816870124391
num_var5,0.010622143731868705
ind_var5,0.010481212768278708
imp_var43_emit_ult1,0.010252175719139
saldo_var26,0.008067891565700813
saldo_var25,0.008024985834575532
var36,0.00785753894919114
imp_op_var39_efect_ult3,0.007576097000951881
imp_op_var41_efect_ult3,0.007322225365129553
saldo_medio_var8_hace2,0.006196703011752708
saldo_medio_var12_ult3,0.00580962039297242
saldo_medio_var12_ult1,0.005749229392799343
imp_op_var39_efect_ult1,0.005697674061302893
imp_op_var41_efect_ult1,0.00558046728358691
saldo_var12,0.005397209035754552
saldo_medio_var12_hace2,0.005215488122812334
imp_ent_var16_ult1,0.004819158850448507
saldo_var24,0.004683079708289378
